model,domain,prompting_condition,instance,iteration,plan_text,plan_len,solves_problem,valid_action_percent,consecutive_valid_steps,logical_violations,wallclock_s,prompt_tokens,completion_tokens
llama8,tetris,cot,instance-13,1,"(at_two straight0 f0-1f f0-2f)
(at_two straight0 f1-1f f1-2f)
(at_two straight0 f2-1f f2-2f)
(at_two straight0 f3-1f f3-2f)
(at_two straight0 f4-1f f4-2f)
(at_two straight0 f5-1f f5-2f)
(at_two straight0 f6-1f f6-2f)
(at_two straight0 f7-1f f7-2f)
(at_two straight0 f8-1f f8-2f)
(at_two straight0 f9-1f f9-2f)
(at_two straight0 f10-1f f10-2f)
(at_two straight0 f11-1f f11-2f)
(at_two straight0 f12-1f f12-2f)
(at_two straight0 f13-1f f13-2f)
(at_two straight1 f0-2f f0-3f)
(at_two straight1 f1-2f f1-3f)
(at_two straight1 f2-2f f2-3f)
(at_two straight1 f3-2f f3-3f)
(at_two straight1 f4-2f f4-3f)
(at_two straight1 f5-2f f5-3f)
(at_two straight1 f6-2f f6-3f)
(at_two straight1 f7-2f f7-3f)
(at_two straight1 f8-2f f8-3f)
(at_two straight1 f9-2f f9-3f)
(at_two straight1 f10-2f f10-3f)
(at_two straight1 f11-2f f11-3f)
(at_two straight1 f12-2f f12-3f)
(at_two straight1 f13-2f f13-3f)
(at_two straight2 f0-3f f1-3f)
(at_two straight2 f1-3f f2-3f)
(at_two straight2 f2-3f f3-3f)
(at_two straight2 f3-3f f4-3f)
(at_two straight2 f4-3f f5-3f)
(at_two straight2 f5-3f f6-3f)
(at_two straight2 f6-3f f7-3f)
(at_two straight2 f7-3f f8-3f)
(at_two straight2 f8-3f f9-3f)
(at_two straight2 f9-3f f10-3f)
(at_two straight2 f10-3f f11-3f)
(at_two straight2 f11-3f f12-3f)
(at_two straight2 f12-3f f13-3f)",0,False,0.0,0,0,115.882,5856,4096
llama8,tetris,cot,instance-14,1,"(at_two straight0 f0-0f f0-1f)
(at_two straight0 f1-0f f1-1f)
(at_two straight1 f0-1f f0-2f)
(at_two straight1 f1-1f f1-2f)
(at_two straight2 f0-2f f0-3f)
(at_two straight2 f1-2f f1-3f)
(move_square f4-2f f4-2f nothing)
(move_square f4-2f f4-2f nothing)",0,False,0.0,0,0,53.158,5849,1956
llama8,tetris,cot,instance-15,1,,0,False,0.0,0,0,116.091,5855,4096
llama8,tetris,cot,instance-15,2,,0,False,0.0,0,0,115.982,9979,4096
llama8,tetris,cot,instance-15,3,,0,False,0.0,0,0,115.828,14103,4096
llama8,tetris,cot,instance-15,4,,0,False,0.0,0,0,115.896,18227,4096
llama8,tetris,cot,instance-16,1,"(move_square f0-0f f0-1f square0)
(move_square f0-1f f0-2f square0)
(move_square f0-2f f0-3f square0)
(move_square f0-3f f1-3f square0)
(move_square f1-3f f2-3f square0)
(move_square f2-3f f3-3f square0)
(move_square f3-3f f4-3f square0)
(move_square f4-3f f5-3f square0)
(move_square f5-3f f6-3f square0)
(move_square f6-3f f7-3f square0)
(move_square f7-3f f8-3f square0)
(move_square f8-3f f9-3f square0)
(move_square f9-3f f10-3f square0)
(move_square f10-3f f11-3f square0)
(move_square f11-3f f12-3f square0)
(move_square f12-3f f13-3f square0)
(move_square f13-3f f12-2f square0)
(move_square f12-2f f12-1f square0)
(move_square f12-1f f12-0f square0)
(move_square f12-0f f11-0f square0)
(move_square f11-0f f10-0f square0)",21,False,4.761904761904762,1,3,115.874,5855,4096
llama8,tetris,cot,instance-16,2,,0,False,0.0,0,0,116.086,10724,4096
llama8,tetris,cot,instance-16,3,,0,False,0.0,0,0,115.872,14848,4096
llama8,tetris,cot,instance-16,4,,0,False,0.0,0,0,115.965,18972,4096
llama8,tetris,cot,instance-17,1,"(at_two straight0 f1-0f f1-1f)
(at_two straight1 f1-2f f1-3f)
(at_two straight0 f4-0f f4-1f)
(at_two straight1 f4-2f f4-3f)
(at_two straight0 f6-0f f6-1f)
(at_two straight1 f6-2f f6-3f)
(at_two straight0 f8-0f f8-1f)
(at_two straight1 f8-2f f8-3f)
(at_two straight0 f10-0f f10-1f)
(at_two straight1 f10-2f f10-3f)
(at_two straight0 f12-0f f12-1f)
(at_two straight1 f12-2f f12-3f)
(move_square f0-0f f4-2f square0)
(move_square f0-1f f4-3f square1)
(move_square f0-2f f5-0f square2)
(move_square f0-3f f5-1f square3)
(move_two f1-0f f1-1f f4-0f f4-1f straight0)
(move_two f1-2f f1-3f f4-2f f4-3f straight1)
(move_two f6-0f f6-1f f5-0f f5-1f straight0)
(move_two f6-2f f6-3f f5-2f f5-3f straight1)
(move_l_right f2-0f f2-1f f2-2f f4-0f f4-1f f4-2f rightl0)
(move_l_right f2-0f f2-1f f2-2f f5-0f f5-1f f5-2f rightl0)",0,False,0.0,0,0,94.311,5863,3389
llama8,tetris,cot,instance-18,1,"(at_two straight0 f1-0f f1-1f)
(at_two straight1 f2-0f f2-1f)
(move_square square0 f13-0f f0-0f)
(move_square square1 f13-1f f0-1f)
(move_square square2 f13-2f f0-2f)
(move_square square3 f13-3f f0-3f)",0,False,0.0,0,0,60.633,5862,2220
llama8,tetris,cot,instance-19,1,"(at_two straight0 f1-0f f1-1f)
(move_square f1-0f f0-0f square0)
(move_square f1-1f f0-1f square0)
(move_square f1-2f f0-2f square0)
(move_square f1-3f f0-3f square0)
(move_square f1-1f f0-1f square1)
(move_square f1-2f f0-2f square2)
(move_square f1-3f f0-3f square3)",0,False,0.0,0,0,49.107,5863,1814
llama8,tetris,cot,instance-20,1,"(at_two straight0 f1-2f f1-3f)
(at_two straight0 f7-2f f7-3f)
(at_two straight0 f13-2f f13-3f)
(at_two straight0 f1-2f f1-3f)
(at_two straight0 f7-2f f7-3f)
(at_two straight0 f13-2f f13-3f)
(move_square f0-0f f0-1f square0)
(move_square f0-1f f0-2f square1)
(move_square f0-2f f0-3f square2)
(move_square f0-3f f1-0f square3)
(move_square f1-0f f1-1f square4)
(move_square f1-1f f1-2f square5)
(move_two f1-2f f1-3f straight0)
(move_l_right f2-0f f2-1f f2-2f rightl0)
(move_l_right f3-0f f3-1f f3-2f rightl1)
(move_l_right f4-0f f4-1f f4-2f rightl2)
(move_l_right f5-0f f5-1f f5-2f rightl3)
(move_square f6-0f f6-1f square0)
(move_square f6-1f f6-2f square1)
(move_square f6-2f f6-3f square2)
(move_square f6-3f f7-0f square3)
(move_square f7-0f f7-1f square4)
(move_square f7-1f f7-2f square5)
(move_two f7-2f f7-3f straight0)",0,False,0.0,0,0,115.963,5871,4096
