model,domain,prompting_condition,instance,iteration,plan_text,plan_len,solves_problem,valid_action_percent,consecutive_valid_steps,logical_violations,wallclock_s,prompt_tokens,completion_tokens
qwen25,citycar,cot,instance-03,3,"(build_straight_oneway junction2-0 junction2-1 road2)
(move_car_in_road junction2-0 junction2-1 car0 road2)
(move_car_out_road junction2-1 junction2-1 car0 road2)
(build_straight_oneway junction2-1 junction2-2 road3)
(move_car_in_road junction2-1 junction2-2 car0 road3)
(move_car_out_road junction2-2 junction2-2 car0 road3)
(car_arrived junction2-2 car0)
(car_start junction0-2 car1 garage1)
(build_straight_oneway junction0-2 junction1-2 road4)
(move_car_in_road junction0-2 junction1-2 car1 road4)
(move_car_out_road junction1-2 junction1-2 car1 road4)
(build_straight_oneway junction1-2 junction2-2 road3)
(move_car_in_road junction1-2 junction2-2 car1 road3)
(move_car_out_road junction2-2 junction2-2 car1 road3)
(car_arrived junction2-2 car1)
(car_start junction0-2 car2 garage1)
(build_straight_oneway junction0-2 junction1-2 road4)
(move_car_in_road junction0-2 junction1-2 car2 road4)
(move_car_out_road junction1-2 junction1-2 car2 road4)
(build_straight_oneway junction1-2 junction2-2 road3)
(move_car_in_road junction1-2 junction2-2 car2 road3)
(move_car_out_road junction2-2 junction2-2 car2 road3)
(car_arrived junction2-2 car2)
(car_start junction0-2 car3 garage1)
(build_straight_oneway junction0-2 junction1-2 road4)
(move_car_in_road junction0-2 junction1-2 car3 road4)
(move_car_out_road junction1-2 junction1-2 car3 road4)
(build_straight_oneway junction1-2 junction2-2 road3)
(move_car_in_road junction1-2 junction2-2 car3 road3)
(move_car_out_road junction2-2 junction2-2 car3 road3)
(car_arrived junction2-2 car3)",31,False,6.451612903225806,2,3,39.501,6369,490
qwen25,citycar,cot,instance-03,4,"(build_straight_oneway junction2-0 junction2-1 road2)
(move_car_in_road junction2-0 junction2-1 car0 road2)
(move_car_out_road junction2-1 junction2-1 car0 road2)
(build_straight_oneway junction2-1 junction2-2 road3)
(move_car_in_road junction2-1 junction2-2 car0 road3)
(move_car_out_road junction2-2 junction2-2 car0 road3)
(car_arrived junction2-2 car0)
(car_start junction0-2 car1 garage1)
(build_straight_oneway junction0-2 junction1-2 road4)
(move_car_in_road junction0-2 junction1-2 car1 road4)
(move_car_out_road junction1-2 junction1-2 car1 road4)
(build_straight_oneway junction1-2 junction2-2 road3)
(move_car_in_road junction1-2 junction2-2 car1 road3)
(move_car_out_road junction2-2 junction2-2 car1 road3)
(car_arrived junction2-2 car1)
(car_start junction0-2 car2 garage1)
(build_straight_oneway junction0-2 junction1-2 road4)
(move_car_in_road junction0-2 junction1-2 car2 road4)
(move_car_out_road junction1-2 junction1-2 car2 road4)
(build_straight_oneway junction1-2 junction2-2 road3)
(move_car_in_road junction1-2 junction2-2 car2 road3)
(move_car_out_road junction2-2 junction2-2 car2 road3)
(car_arrived junction2-2 car2)
(car_start junction0-2 car3 garage1)
(build_straight_oneway junction0-2 junction1-2 road4)
(move_car_in_road junction0-2 junction1-2 car3 road4)
(move_car_out_road junction1-2 junction1-2 car3 road4)
(build_straight_oneway junction1-2 junction2-2 road3)
(move_car_in_road junction1-2 junction2-2 car3 road3)
(move_car_out_road junction2-2 junction2-2 car3 road3)
(car_arrived junction2-2 car3)",31,False,6.451612903225806,2,3,39.497,8266,490
qwen25,citycar,cot,instance-04,1,"(car_start junction0-2 car0 garage0)
(build_straight_oneway junction0-2 junction1-2 road0)
(move_car_in_road junction0-2 junction1-2 car0 road0)
(move_car_out_road junction1-2 junction2-2 car0 road0)
(car_arrived junction2-2 car0)
(car_start junction0-1 car1 garage1)
(build_straight_oneway junction0-1 junction1-1 road1)
(move_car_in_road junction0-1 junction1-1 car1 road1)
(build_straight_oneway junction1-1 junction2-1 road2)
(move_car_in_road junction1-1 junction2-1 car1 road2)
(move_car_out_road junction2-1 junction2-2 car1 road2)
(car_arrived junction2-2 car1)
(car_start junction0-2 car2 garage0)
(move_car_in_road junction0-2 junction1-2 car2 road0)
(move_car_out_road junction1-2 junction1-1 car2 road0)
(build_straight_oneway junction1-1 junction2-1 road2)
(move_car_in_road junction1-1 junction2-1 car2 road2)
(move_car_out_road junction2-1 junction2-1 car2 road2)
(car_arrived junction2-1 car2)
(car_start junction0-1 car3 garage1)
(move_car_in_road junction0-1 junction1-1 car3 road1)
(move_car_out_road junction1-1 junction1-2 car3 road1)
(move_car_in_road junction1-2 junction2-2 car3 road0)
(move_car_out_road junction2-2 junction2-2 car3 road0)
(car_arrived junction2-2 car3)
(car_start junction0-2 car4 garage0)
(move_car_in_road junction0-2 junction1-2 car4 road0)
(move_car_out_road junction1-2 junction1-1 car4 road0)
(move_car_in_road junction1-1 junction2-1 car4 road2)
(move_car_out_road junction2-1 junction2-1 car4 road2)
(car_arrived junction2-1 car4)",31,False,12.903225806451612,4,3,53.687,2622,722
qwen25,citycar,cot,instance-04,2,"(move_car_out_road junction1-1 junction1-2 car3 road1)
(move_car_in_road junction1-2 junction2-2 car3 road0)
(move_car_out_road junction2-2 junction2-2 car3 road0)
(car_arrived junction2-2 car3)
(car_start junction0-2 car4 garage0)
(move_car_in_road junction0-2 junction1-2 car4 road0)
(move_car_out_road junction1-2 junction1-1 car4 road0)
(move_car_in_road junction1-1 junction2-1 car4 road2)
(move_car_out_road junction2-1 junction2-1 car4 road2)
(car_arrived junction2-1 car4)
(in_place road2)",0,False,0.0,0,0,23.675,4575,289
qwen25,citycar,cot,instance-05,1,"(car_start junction0-1 car1 garage0)
(car_start junction0-1 car0 garage1)
(build_straight_oneway junction0-1 junction1-1 road0)
(move_car_in_road junction0-1 junction1-1 car1 road0)
(move_car_out_road junction0-1 junction1-1 car1 road0)
(build_straight_oneway junction1-1 junction2-1 road1)
(move_car_in_road junction1-1 junction2-1 car1 road1)
(move_car_out_road junction1-1 junction2-1 car1 road1)
(car_arrived junction2-1 car1)
(car_start junction0-1 car2 garage1)
(build_straight_oneway junction0-1 junction1-1 road2)
(move_car_in_road junction0-1 junction1-1 car2 road2)
(move_car_out_road junction0-1 junction1-1 car2 road2)
(build_straight_oneway junction1-1 junction2-1 road3)
(move_car_in_road junction1-1 junction2-1 car2 road3)
(move_car_out_road junction1-1 junction2-1 car2 road3)
(car_arrived junction2-1 car2)
(car_start junction0-1 car3 garage0)
(build_straight_oneway junction0-1 junction1-1 road4)
(move_car_in_road junction0-1 junction1-1 car3 road4)
(move_car_out_road junction0-1 junction1-1 car3 road4)
(build_straight_oneway junction1-1 junction2-1 road0)
(move_car_in_road junction1-1 junction2-1 car3 road0)
(move_car_out_road junction1-1 junction2-1 car3 road0)
(build_straight_oneway junction2-1 junction2-2 road1)
(move_car_in_road junction2-1 junction2-2 car3 road1)
(move_car_out_road junction2-1 junction2-2 car3 road1)
(car_arrived junction2-2 car3)
(car_start junction0-1 car4 garage1)
(build_straight_oneway junction0-1 junction1-1 road2)
(move_car_in_road junction0-1 junction1-1 car4 road2)
(move_car_out_road junction0-1 junction1-1 car4 road2)
(build_straight_oneway junction1-1 junction2-1 road3)
(move_car_in_road junction1-1 junction2-1 car4 road3)
(move_car_out_road junction1-1 junction2-1 car4 road3)
(car_arrived junction2-1 car4)
(car_start junction0-1 car0 garage1)
(build_straight_oneway junction0-1 junction1-1 road4)
(move_car_in_road junction0-1 junction1-1 car0 road4)
(move_car_out_road junction0-1 junction1-1 car0 road4)
(build_straight_oneway junction1-1 junction2-1 road0)
(move_car_in_road junction1-1 junction2-1 car0 road0)
(move_car_out_road junction1-1 junction2-1 car0 road0)
(car_arrived junction2-1 car0)",44,False,4.545454545454546,2,3,64.623,2622,868
qwen25,citycar,cot,instance-05,2,"(diagonal junction0-0 junction1-1)
(diagonal junction0-1 junction1-0)
(diagonal junction0-1 junction1-2)
(diagonal junction0-2 junction1-1)
(diagonal junction1-0 junction0-1)
(diagonal junction1-0 junction2-1)
(diagonal junction1-1 junction0-0)
(diagonal junction1-1 junction0-2)
(diagonal junction1-1 junction2-0)
(diagonal junction1-1 junction2-2)
(diagonal junction1-2 junction0-1)
(diagonal junction1-2 junction2-1)
(diagonal junction2-0 junction1-1)
(diagonal junction2-1 junction1-0)
(diagonal junction2-1 junction1-2)
(diagonal junction2-2 junction1-1)
(starting car0 garage1)
(starting car1 garage0)
(starting car2 garage1)
(starting car3 garage0)
(starting car4 garage1)
(arrived car0 junction2-1)
(arrived car1 junction2-2)
(arrived car2 junction2-2)
(arrived car3 junction2-2)
(arrived car4 junction2-1)
(car_start junction0-1 car1 garage0)
(car_start junction0-1 car0 garage1)
(build_straight_oneway junction0-1 junction1-1 road0)
(move_car_in_road junction0-1 junction1-1 car1 road0)
(move_car_out_road junction0-1 junction1-1 car1 road0)
(build_straight_oneway junction1-1 junction2-1 road1)
(move_car_in_road junction1-1 junction2-1 car1 road1)
(move_car_out_road junction1-1 junction2-1 car1 road1)
(car_arrived junction2-1 car1)
(car_start junction0-1 car2 garage1)
(build_straight_oneway junction0-1 junction1-1 road2)
(move_car_in_road junction0-1 junction1-1 car2 road2)
(move_car_out_road junction0-1 junction1-1 car2 road2)
(build_straight_oneway junction1-1 junction2-1 road3)
(move_car_in_road junction1-1 junction2-1 car2 road3)
(move_car_out_road junction1-1 junction2-1 car2 road3)
(car_arrived junction2-1 car2)
(car_start junction0-1 car3 garage0)
(build_straight_oneway junction0-1 junction1-1 road4)
(move_car_in_road junction0-1 junction1-1 car3 road4)
(move_car_out_road junction0-1 junction1-1 car3 road4)
(build_straight_oneway junction1-1 junction2-1 road0)
(move_car_in_road junction1-1 junction2-1 car3 road0)
(move_car_out_road junction1-1 junction2-1 car3 road0)
(build_straight_oneway junction2-1 junction2-2 road1)
(move_car_in_road junction2-1 junction2-2 car3 road1)
(move_car_out_road junction2-1 junction2-2 car3 road1)
(car_arrived junction2-2 car3)
(car_start junction0-1 car4 garage1)
(build_straight_oneway junction0-1 junction1-1 road2)
(move_car_in_road junction0-1 junction1-1 car4 road2)
(move_car_out_road junction0-1 junction1-1 car4 road2)
(build_straight_oneway junction1-1 junction2-1 road3)
(move_car_in_road junction1-1 junction2-1 car4 road3)
(move_car_out_road junction1-1 junction2-1 car4 road3)
(car_arrived junction2-1 car4)
(car_start junction0-1 car0 garage1)
(build_straight_oneway junction0-1 junction1-1 road4)
(move_car_in_road junction0-1 junction1-1 car0 road4)
(move_car_out_road junction0-1 junction1-1 car0 road4)
(build_straight_oneway junction1-1 junction2-1 road0)
(move_car_in_road junction1-1 junction2-1 car0 road0)
(move_car_out_road junction1-1 junction2-1 car0 road0)
(car_arrived junction2-1 car0)
(car_arrived junction2-1 car2)
(at_car_jun car2 junction2-1)",0,False,0.0,0,0,114.077,5141,1413
qwen25,citycar,cot,instance-06,1,"(car_start junction0-0 car1 garage0)
(build_straight_oneway junction0-0 junction1-0 road0)
(move_car_in_road junction0-0 junction1-0 car1 road0)
(move_car_out_road junction1-0 junction1-0 car1 road0)
(build_straight_oneway junction1-0 junction2-0 road1)
(move_car_in_road junction1-0 junction2-0 car1 road1)
(move_car_out_road junction2-0 junction2-0 car1 road1)
(build_straight_oneway junction2-0 junction3-0 road2)
(move_car_in_road junction2-0 junction3-0 car1 road2)
(move_car_out_road junction3-0 junction3-0 car1 road2)
(car_arrived junction3-0 car1)
(car_start junction0-0 car0 garage1)
(build_straight_oneway junction0-0 junction0-1 road3)
(move_car_in_road junction0-0 junction0-1 car0 road3)
(move_car_out_road junction0-1 junction0-1 car0 road3)
(build_straight_oneway junction0-1 junction0-2 road4)
(move_car_in_road junction0-1 junction0-2 car0 road4)
(move_car_out_road junction0-2 junction0-2 car0 road4)
(build_straight_oneway junction0-2 junction0-3 road5)
(move_car_in_road junction0-2 junction0-3 car0 road5)
(move_car_out_road junction0-3 junction0-3 car0 road5)
(build_straight_oneway junction0-3 junction1-3 road0)
(move_car_in_road junction0-3 junction1-3 car0 road0)
(move_car_out_road junction1-3 junction1-3 car0 road0)
(build_straight_oneway junction1-3 junction2-3 road1)
(move_car_in_road junction1-3 junction2-3 car0 road1)
(move_car_out_road junction2-3 junction2-3 car0 road1)
(build_straight_oneway junction2-3 junction3-3 road2)
(move_car_in_road junction2-3 junction3-3 car0 road2)
(move_car_out_road junction3-3 junction3-3 car0 road2)
(car_arrived junction3-3 car0)",31,False,12.903225806451612,4,3,58.549,3156,765
qwen25,citycar,cot,instance-06,2,"(move_car_out_road junction2-3 junction2-3 car0 road1)
(build_straight_oneway junction2-3 junction3-3 road2)
(move_car_in_road junction2-3 junction3-3 car0 road2)
(move_car_out_road junction3-3 junction3-3 car0 road2)
(car_arrived junction3-3 car0)",5,False,20.0,1,3,12.740,5235,149
qwen25,citycar,cot,instance-06,3,"(move_car_out_road junction2-3 junction2-3 car0 road1)
(build_straight_oneway junction2-3 junction3-3 road2)
(move_car_in_road junction2-3 junction3-3 car0 road2)
(move_car_out_road junction3-3 junction3-3 car0 road2)
(car_arrived junction3-3 car0)",5,False,20.0,1,3,12.896,5887,151
qwen25,citycar,cot,instance-06,4,"(move_car_out_road junction2-3 junction2-3 car0 road1)
(build_straight_oneway junction2-3 junction3-3 road2)
(move_car_in_road junction2-3 junction3-3 car0 road2)
(move_car_out_road junction3-3 junction3-3 car0 road2)
(car_arrived junction3-3 car0)",5,False,20.0,1,3,12.898,6541,151
qwen25,citycar,cot,instance-07,1,"(car_start junction0-1 car0 garage1)
(car_start junction0-1 car1 garage0)
(build_straight_oneway junction0-1 junction1-1 road0)
(move_car_in_road junction0-1 junction1-1 car0 road0)
(move_car_out_road junction1-1 junction1-1 car0 road0)
(build_straight_oneway junction1-1 junction2-1 road1)
(move_car_in_road junction1-1 junction2-1 car0 road1)
(move_car_out_road junction2-1 junction2-1 car0 road1)
(build_straight_oneway junction2-1 junction3-1 road2)
(move_car_in_road junction2-1 junction3-1 car0 road2)
(move_car_out_road junction3-1 junction3-1 car0 road2)
(build_straight_oneway junction3-1 junction3-0 road3)
(move_car_in_road junction3-1 junction3-0 car0 road3)
(move_car_out_road junction3-0 junction3-0 car0 road3)
(car_arrived junction3-0 car0)
(build_straight_oneway junction0-1 junction0-2 road4)
(move_car_in_road junction0-1 junction0-2 car1 road4)
(move_car_out_road junction0-2 junction0-2 car1 road4)
(build_straight_oneway junction0-2 junction0-3 road5)
(move_car_in_road junction0-2 junction0-3 car1 road5)
(move_car_out_road junction0-3 junction0-3 car1 road5)
(build_straight_oneway junction0-3 junction1-3 road6)
(move_car_in_road junction0-3 junction1-3 car1 road6)
(move_car_out_road junction1-3 junction1-3 car1 road6)
(build_straight_oneway junction1-3 junction2-3 road7)
(move_car_in_road junction1-3 junction2-3 car1 road7)
(move_car_out_road junction2-3 junction2-3 car1 road7)
(build_straight_oneway junction2-3 junction3-3 road8)
(move_car_in_road junction2-3 junction3-3 car1 road8)
(move_car_out_road junction3-3 junction3-3 car1 road8)
(car_arrived junction3-3 car1)",0,False,0.0,0,0,61.345,3169,801
qwen25,citycar,cot,instance-07,2,"(move_car_in_road junction1-3 junction2-3 car1 road7)
(move_car_out_road junction2-3 junction2-3 car1 road7)
(build_straight_oneway junction2-3 junction3-3 road8)
(move_car_in_road junction2-3 junction3-3 car1 road8)
(move_car_out_road junction3-3 junction3-3 car1 road8)
(car_arrived junction3-3 car1)",0,False,0.0,0,0,13.749,4359,162
qwen25,citycar,cot,instance-07,3,"(move_car_in_road junction1-3 junction2-3 car1 road7)
(move_car_out_road junction2-3 junction2-3 car1 road7)
(build_straight_oneway junction2-3 junction3-3 road8)
(move_car_in_road junction2-3 junction3-3 car1 road8)
(move_car_out_road junction3-3 junction3-3 car1 road8)
(car_arrived junction3-3 car1)",0,False,0.0,0,0,13.595,4791,160
qwen25,citycar,cot,instance-07,4,"(move_car_in_road junction1-3 junction2-3 car1 road7)
(move_car_out_road junction2-3 junction2-3 car1 road7)
(build_straight_oneway junction2-3 junction3-3 road8)
(move_car_in_road junction2-3 junction3-3 car1 road8)
(move_car_out_road junction3-3 junction3-3 car1 road8)
(car_arrived junction3-3 car1)",0,False,0.0,0,0,13.829,5220,163
qwen25,citycar,cot,instance-08,1,"(car_start junction0-3 car0 garage2)
(build_straight_oneway junction0-3 junction1-3 road0)
(move_car_in_road junction0-3 junction1-3 car0 road0)
(move_car_out_road junction1-3 junction1-3 car0 road0)
(build_straight_oneway junction1-3 junction2-3 road1)
(move_car_in_road junction1-3 junction2-3 car0 road1)
(move_car_out_road junction2-3 junction2-3 car0 road1)
(build_straight_oneway junction2-3 junction3-3 road2)
(move_car_in_road junction2-3 junction3-3 car0 road2)
(move_car_out_road junction3-3 junction3-0 car0 road2)
(car_arrived junction3-0 car0)
(car_start junction0-3 car1 garage2)
(build_straight_oneway junction0-3 junction1-3 road3)
(move_car_in_road junction0-3 junction1-3 car1 road3)
(move_car_out_road junction1-3 junction1-3 car1 road3)
(build_straight_oneway junction1-3 junction2-3 road4)
(move_car_in_road junction1-3 junction2-3 car1 road4)
(move_car_out_road junction2-3 junction2-3 car1 road4)
(build_straight_oneway junction2-3 junction3-3 road5)
(move_car_in_road junction2-3 junction3-3 car1 road5)
(move_car_out_road junction3-3 junction3-1 car1 road5)
(car_arrived junction3-1 car1)",22,False,18.181818181818183,4,3,37.087,3169,483
