model,domain,prompting_condition,instance,iteration,plan_text,plan_len,solves_problem,valid_action_percent,consecutive_valid_steps,logical_violations,wallclock_s,prompt_tokens,completion_tokens
llama8,citycar,cot,instance-04,1,"(move_car_in_road junction0-2 junction1-0 car0 road0)
(build_straight_oneway junction1-0 junction1-1 road1)
(move_car_in_road junction1-1 junction2-0 car0 road1)
(move_car_out_road junction1-1 junction1-0 car0 road1)
(move_car_in_road junction1-0 junction1-1 car1 road1)
(build_straight_oneway junction1-1 junction2-1 road2)
(move_car_in_road junction2-1 junction2-2 car1 road2)
(move_car_out_road junction2-1 junction1-1 car1 road2)
(move_car_in_road junction1-1 junction1-2 car2 road1)
(build_diagonal_oneway junction1-2 junction2-1 road3)
(move_car_in_road junction2-1 junction2-2 car2 road3)
(move_car_out_road junction2-1 junction1-2 car2 road3)
(move_car_in_road junction1-2 junction1-1 car3 road1)
(build_straight_oneway junction1-1 junction2-1 road4)
(move_car_in_road junction2-1 junction2-2 car3 road4)
(move_car_out_road junction2-1 junction1-1 car3 road4)
(move_car_in_road junction1-1 junction1-2 car4 road1)
(build_diagonal_oneway junction1-2 junction2-1 road5)
(move_car_in_road junction2-1 junction2-2 car4 road5)
(car_start junction2-2 car0 garage0)
(car_start junction2-2 car1 garage1)
(car_start junction2-1 car2 garage0)
(car_start junction2-1 car3 garage1)
(car_start junction2-1 car4 garage0)
(car_arrived junction2-0 car0)
(car_arrived junction2-2 car1)
(car_arrived junction2-1 car2)
(car_arrived junction2-2 car3)
(car_arrived junction2-1 car4)",0,False,0.0,0,0,18.564,2640,734
llama8,citycar,cot,instance-04,2,"(move_car_in_road junction0-2 junction1-0 car0 road0)
(build_straight_oneway junction1-0 junction1-1 road1)
(move_car_in_road junction1-1 junction2-0 car0 road1)
(move_car_out_road junction1-1 junction1-0 car0 road1)
(move_car_in_road junction1-0 junction1-1 car1 road1)
(build_straight_oneway junction1-1 junction2-1 road2)
(move_car_in_road junction2-1 junction2-2 car1 road2)
(move_car_out_road junction2-1 junction1-1 car1 road2)
(move_car_in_road junction1-1 junction1-2 car2 road1)
(build_diagonal_oneway junction1-2 junction2-1 road3)
(move_car_in_road junction2-1 junction2-2 car2 road3)
(move_car_out_road junction2-1 junction1-2 car2 road3)
(move_car_in_road junction1-2 junction1-1 car3 road1)
(build_straight_oneway junction1-1 junction2-1 road4)
(move_car_in_road junction2-1 junction2-2 car3 road4)
(move_car_out_road junction2-1 junction1-1 car3 road4)
(move_car_in_road junction1-1 junction1-2 car4 road1)
(build_diagonal_oneway junction1-2 junction2-1 road2)
(move_car_in_road junction2-1 junction2-2 car4 road2)
(car_start junction2-2 car0 garage0)
(car_start junction2-2 car1 garage1)
(car_start junction2-1 car2 garage0)
(car_start junction2-1 car3 garage1)
(car_start junction2-1 car4 garage0)
(car_arrived junction2-0 car0)
(car_arrived junction2-2 car1)
(car_arrived junction2-1 car2)
(car_arrived junction2-2 car3)
(car_arrived junction2-1 car4)",29,False,3.4482758620689653,1,3,12.206,3686,476
llama8,citycar,cot,instance-04,3,"(car_arrived junction2-2 car3)
(car_arrived junction2-1 car4)",2,False,50.0,1,3,1.033,5399,28
llama8,citycar,cot,instance-04,4,"(car_arrived junction2-2 car3)
(car_arrived junction2-1 car4)",2,False,50.0,1,3,1.034,5728,28
llama8,citycar,cot,instance-05,1,"(build_straight_oneway junction0-1 junction2-1 road0)
(build_straight_oneway junction0-1 junction2-2 road1)
(build_straight_oneway junction1-1 junction2-1 road2)
(build_straight_oneway junction1-1 junction2-2 road3)
(build_straight_oneway junction0-2 junction2-1 road4)
(build_straight_oneway junction0-2 junction2-2 road5)
(move_car_in_road junction0-1 junction0-2 car0 road0)
(move_car_in_road junction0-1 junction1-1 car1 road0)
(move_car_in_road junction0-1 junction1-2 car2 road0)
(move_car_in_road junction1-1 junction1-2 car3 road1)
(move_car_in_road junction1-1 junction2-1 car4 road1)
(move_car_in_road junction0-2 junction2-1 car0 road4)
(move_car_in_road junction0-2 junction2-2 car1 road4)
(move_car_in_road junction1-2 junction2-1 car2 road2)
(move_car_in_road junction1-2 junction2-2 car3 road2)
(move_car_in_road junction2-1 junction2-2 car4 road3)
(move_car_out_road junction2-1 junction2-2 car0 road3)
(move_car_out_road junction2-1 junction2-2 car1 road3)
(move_car_out_road junction2-1 junction2-2 car2 road3)
(move_car_out_road junction2-1 junction2-2 car3 road3)
(move_car_out_road junction2-1 junction2-2 car4 road3)
(car_arrived junction2-1 car0)
(car_arrived junction2-2 car1)
(car_arrived junction2-2 car2)
(car_arrived junction2-2 car3)
(car_arrived junction2-1 car4)",0,False,0.0,0,0,28.014,2640,1115
llama8,citycar,cot,instance-05,2,"(build_straight_oneway junction0-1 junction2-1 road0)
(build_straight_oneway junction0-1 junction2-2 road1)
(build_straight_oneway junction1-1 junction2-1 road2)
(build_straight_oneway junction1-1 junction2-2 road3)
(build_straight_oneway junction0-2 junction2-1 road4)
(build_straight_oneway junction0-2 junction2-2 road5)
(move_car_in_road junction0-1 junction0-2 car0 road0)
(move_car_in_road junction0-1 junction1-1 car1 road0)
(move_car_in_road junction0-1 junction1-2 car2 road0)
(move_car_in_road junction1-1 junction1-2 car3 road1)
(move_car_in_road junction1-1 junction2-1 car4 road1)
(move_car_in_road junction0-2 junction2-1 car0 road4)
(move_car_in_road junction0-2 junction2-2 car1 road4)
(move_car_in_road junction1-2 junction2-1 car2 road2)
(move_car_in_road junction1-2 junction2-2 car3 road2)
(move_car_in_road junction2-1 junction2-2 car4 road3)
(move_car_out_road junction2-1 junction2-2 car0 road3)
(move_car_out_road junction2-1 junction2-2 car1 road3)
(move_car_out_road junction2-1 junction2-2 car2 road3)
(move_car_out_road junction2-1 junction2-2 car3 road3)
(move_car_out_road junction2-1 junction2-2 car4 road3)
(car_arrived junction2-1 car0)
(car_arrived junction2-2 car1)
(car_arrived junction2-2 car2)
(car_arrived junction2-2 car3)
(car_arrived junction2-1 car4)",0,False,0.0,0,0,10.734,3643,416
llama8,citycar,cot,instance-05,3,,0,False,0.0,0,0,25.908,4645,994
llama8,citycar,cot,instance-05,4,,0,False,0.0,0,0,25.046,5599,961
llama8,citycar,cot,instance-06,1,"(build_straight_oneway junction0-0 junction1-0 road0)
(move_car_in_road junction0-0 junction1-0 car0 road0)
(move_car_out_road junction1-0 junction2-0 car0 road0)
(build_straight_oneway junction1-0 junction2-0 road1)
(move_car_in_road junction1-0 junction2-0 car0 road1)
(move_car_out_road junction2-0 junction3-0 car0 road1)
(build_straight_oneway junction0-0 junction1-1 road2)
(move_car_in_road junction0-0 junction1-1 car1 road2)
(move_car_out_road junction1-1 junction2-2 car1 road2)
(build_straight_oneway junction1-1 junction2-2 road3)
(move_car_in_road junction1-1 junction2-2 car1 road3)
(move_car_out_road junction2-2 junction3-3 car1 road3)
(car_arrived junction3-0 car0)
(car_arrived junction3-3 car1)",14,False,14.285714285714286,2,3,13.814,3174,538
llama8,citycar,cot,instance-06,2,"(at_car_road car0 road0)
(at_car_jun car0 junction0-0)
(at_car_jun car0 junction1-0)
(at_car_road car0 road0)
(in_place road1)
(at_car_road car0 road1)
(at_car_jun car0 junction1-0)
(at_car_jun car0 junction2-0)
(at_car_road car0 road1)
(in_place road2)
(at_car_road car1 road2)
(at_car_jun car1 junction0-0)
(at_car_jun car1 junction1-1)
(at_car_road car1 road2)
(in_place road3)
(at_car_road car1 road3)
(at_car_jun car1 junction1-1)
(at_car_jun car1 junction2-2)
(at_car_road car1 road3)
(at_car_jun car0 junction3-0)
(arrived car0 junction3-0)
(at_car_jun car0 junction3-0)
(at_car_jun car1 junction3-3)
(arrived car1 junction3-3)
(at_car_jun car1 junction3-3)
(build_straight_oneway junction0-0 junction1-0 road0)
(move_car_in_road junction0-0 junction1-0 car0 road0)
(move_car_out_road junction1-0 junction2-0 car0 road0)
(build_straight_oneway junction1-0 junction3-0 road1)
(move_car_in_road junction1-0 junction3-0 car0 road1)
(move_car_out_road junction3-0 junction3-0 car0 road1)
(build_straight_oneway junction0-0 junction1-1 road2)
(move_car_in_road junction0-0 junction1-1 car1 road2)
(move_car_out_road junction1-1 junction2-2 car1 road2)
(build_straight_oneway junction1-1 junction3-3 road3)
(move_car_in_road junction1-1 junction3-3 car1 road3)
(move_car_out_road junction3-3 junction3-3 car1 road3)
(car_arrived junction3-0 car0)
(car_arrived junction3-3 car1)",0,False,0.0,0,0,33.932,4212,1288
llama8,citycar,cot,instance-07,1,"(build_straight_oneway junction0-1 junction1-0 road0)
(build_straight_oneway junction1-0 junction2-0 road1)
(build_straight_oneway junction2-0 junction3-0 road2)
(build_straight_oneway junction0-1 junction1-1 road3)
(build_straight_oneway junction1-1 junction2-2 road4)
(build_straight_oneway junction2-2 junction3-3 road5)
(car_start junction3-0 car0 garage1)
(car_start junction3-3 car1 garage0)
(move_car_in_road junction0-1 junction1-0 car0 road0)
(move_car_in_road junction1-0 junction2-0 car0 road1)
(move_car_in_road junction2-0 junction3-0 car0 road2)
(move_car_in_road junction0-1 junction1-1 car1 road3)
(move_car_in_road junction1-1 junction2-2 car1 road4)
(move_car_in_road junction2-2 junction3-3 car1 road5)
(move_car_out_road junction3-0 junction3-0 car0 road2)
(move_car_out_road junction3-3 junction3-3 car1 road5)
(car_arrived junction3-0 car0)
(car_arrived junction3-3 car1)",18,False,5.555555555555555,1,3,15.385,3187,603
llama8,citycar,cot,instance-07,2,"(move_car_in_road junction0-1 junction1-1 car1 road3)
(move_car_in_road junction1-1 junction2-2 car1 road4)
(move_car_in_road junction2-2 junction3-3 car1 road5)
(move_car_out_road junction3-0 junction3-0 car0 road2)
(move_car_out_road junction3-3 junction3-3 car1 road5)
(car_arrived junction3-0 car0)
(car_arrived junction3-3 car1)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)
(in_place road5)
(at_car_road car1 road5)",0,False,0.0,0,0,115.211,4352,4096
llama8,citycar,cot,instance-08,1,"(move_car_in_road junction0-3 junction3-0 car0 road5)
(build_straight_oneway junction0-3 junction1-3 road5)
(build_straight_oneway junction1-3 junction2-3 road6)
(build_straight_oneway junction2-3 junction3-3 road7)
(build_straight_oneway junction3-3 junction3-0 road8)
(move_car_out_road junction3-0 junction3-0 car0 road8)
(move_car_in_road junction0-3 junction3-1 car1 road5)
(build_straight_oneway junction0-3 junction1-3 road5)
(build_straight_oneway junction1-3 junction2-3 road6)
(build_straight_oneway junction2-3 junction3-3 road7)
(build_straight_oneway junction3-3 junction3-1 road9)
(move_car_out_road junction3-1 junction3-1 car1 road9)
(car_arrived junction3-0 car0)
(car_arrived junction3-1 car1)",0,False,0.0,0,0,16.433,3187,645
llama8,citycar,cot,instance-08,2,"(move_car_in_road junction0-3 junction3-0 car0 road5)
(build_straight_oneway junction0-3 junction1-3 road5)
(build_straight_oneway junction1-3 junction2-3 road4)
(build_straight_oneway junction2-3 junction3-3 road4)
(build_straight_oneway junction3-3 junction3-0 road8)
(move_car_out_road junction3-0 junction3-0 car0 road8)
(move_car_in_road junction0-3 junction3-1 car1 road5)
(build_straight_oneway junction0-3 junction1-3 road5)
(build_straight_oneway junction1-3 junction2-3 road4)
(build_straight_oneway junction2-3 junction3-3 road4)
(build_straight_oneway junction3-3 junction3-1 road9)
(move_car_out_road junction3-1 junction3-1 car1 road9)
(car_arrived junction3-0 car0)
(car_arrived junction3-1 car1)",0,False,0.0,0,0,7.623,3798,292
llama8,citycar,cot,instance-08,3,,0,False,0.0,0,0,14.551,4409,559
llama8,citycar,cot,instance-08,4,,0,False,0.0,0,0,15.208,4969,584
llama8,citycar,cot,instance-09,1,"(move_car_in_road junction0-2 junction1-0 car0 road0)
(move_car_in_road junction1-0 junction2-1 car0 road1)
(move_car_in_road junction2-1 junction3-1 car0 road2)
(move_car_in_road junction0-2 junction1-1 car1 road3)
(move_car_in_road junction1-1 junction2-2 car1 road4)
(move_car_in_road junction2-2 junction3-2 car1 road5)
(move_car_in_road junction0-2 junction1-0 car2 road0)
(move_car_in_road junction1-0 junction2-1 car2 road1)
(move_car_in_road junction2-1 junction3-1 car2 road2)
(build_straight_oneway junction1-0 junction2-1 road1)
(build_straight_oneway junction2-1 junction3-1 road2)
(build_straight_oneway junction1-1 junction2-2 road4)
(build_straight_oneway junction2-2 junction3-2 road5)
(destroy_road junction0-2 junction1-1 road3)
(destroy_road junction1-1 junction2-1 road4)
(destroy_road junction2-1 junction3-1 road5)
(destroy_road junction0-0 junction1-0 road0)
(destroy_road junction1-0 junction2-0 road1)
(destroy_road junction2-0 junction3-0 road2)
(car_arrived junction3-1 car0)
(car_arrived junction3-2 car1)
(car_arrived junction3-1 car2)",22,False,4.545454545454546,1,3,20.840,3192,825
llama8,citycar,cot,instance-09,2,"(build_straight_oneway junction1-0 junction2-1 road1)
(move_car_in_road junction1-0 junction2-1 car0 road1)
(move_car_in_road junction2-1 junction3-1 car0 road2)
(move_car_in_road junction0-2 junction1-1 car1 road3)
(move_car_in_road junction1-1 junction2-2 car1 road4)
(move_car_in_road junction2-2 junction3-2 car1 road5)
(move_car_in_road junction0-2 junction1-0 car2 road0)
(move_car_in_road junction1-0 junction2-1 car2 road1)
(move_car_in_road junction2-1 junction3-1 car2 road2)
(build_straight_oneway junction1-1 junction2-2 road4)
(build_straight_oneway junction2-2 junction3-2 road5)
(destroy_road junction0-2 junction1-1 road3)
(destroy_road junction1-1 junction2-1 road4)
(destroy_road junction2-1 junction3-1 road2)
(destroy_road junction0-0 junction1-0 road0)
(destroy_road junction1-0 junction2-0 road1)
(destroy_road junction2-0 junction3-0 road2)
(car_arrived junction3-1 car0)
(car_arrived junction3-2 car1)
(car_arrived junction3-1 car2)",20,False,5.0,1,3,32.110,4607,1212
llama8,citycar,cot,instance-09,3,"(move_car_in_road junction0-2 junction1-0 car0 road0)
(move_car_in_road junction1-0 junction2-1 car0 road1)
(move_car_in_road junction2-1 junction3-1 car0 road2)
(build_straight_oneway junction1-0 junction2-1 road1)
(build_straight_oneway junction2-1 junction3-1 road2)
(move_car_in_road junction0-2 junction1-1 car1 road3)
(move_car_in_road junction1-1 junction2-2 car1 road4)
(move_car_in_road junction2-2 junction3-2 car1 road5)
(build_straight_oneway junction1-1 junction2-2 road4)
(build_straight_oneway junction2-2 junction3-2 road5)
(move_car_in_road junction0-2 junction1-0 car2 road0)
(move_car_in_road junction1-0 junction2-1 car2 road1)
(move_car_in_road junction2-1 junction3-1 car2 road2)
(build_straight_oneway junction1-0 junction2-1 road1)
(build_straight_oneway junction2-1 junction3-1 road2)
(car_arrived junction3-1 car0)
(car_arrived junction3-2 car1)
(car_arrived junction3-1 car2)",18,False,5.555555555555555,1,3,24.846,6466,946
llama8,citycar,cot,instance-09,4,"(move_car_in_road junction1-1 junction2-2 car1 road4)
(move_car_in_road junction2-2 junction3-2 car1 road5)
(move_car_in_road junction0-2 junction1-0 car2 road0)
(move_car_in_road junction1-0 junction2-1 car2 road1)
(move_car_in_road junction2-1 junction3-1 car2 road2)
(build_straight_oneway junction1-0 junction2-1 road1)
(build_straight_oneway junction2-1 junction3-1 road2)
(build_straight_oneway junction1-1 junction2-2 road4)
(build_straight_oneway junction2-2 junction3-2 road5)
(destroy_road junction0-2 junction1-1 road3)
(destroy_road junction1-1 junction2-1 road4)
(destroy_road junction2-1 junction3-1 road2)
(destroy_road junction0-0 junction1-0 road0)
(destroy_road junction1-0 junction2-0 road1)
(destroy_road junction2-0 junction3-0 road2)
(car_arrived junction3-1 car0)
(car_arrived junction3-2 car1)
(car_arrived junction3-1 car2)
(destroy_road junction2-1 junction3-1 road2)",19,False,5.2631578947368425,1,3,115.179,8125,4096
llama8,citycar,cot,instance-10,1,"(build_straight_oneway junction0-3 junction3-2 road0)
(move_car_in_road junction0-3 junction3-2 car0 road0)
(move_car_out_road junction3-2 junction3-2 car0 road0)
(build_straight_oneway junction0-3 junction3-0 road1)
(move_car_in_road junction0-3 junction3-0 car1 road1)
(move_car_out_road junction3-0 junction3-0 car1 road1)
(build_straight_oneway junction0-3 junction3-3 road2)
(move_car_in_road junction0-3 junction3-3 car2 road2)
(move_car_out_road junction3-3 junction3-3 car2 road2)
(car_arrived junction3-2 car0)
(car_arrived junction3-0 car1)
(car_arrived junction3-3 car2)",12,False,8.333333333333334,1,3,14.921,3192,584
llama8,citycar,cot,instance-10,2,"(build_diagonal_oneway junction0-3 junction1-1 road0)
(move_car_in_road junction0-3 junction1-1 car0 road0)
(move_car_out_road junction1-1 junction1-1 car0 road0)
(build_straight_oneway junction0-3 junction3-0 road1)
(move_car_in_road junction0-3 junction3-0 car1 road1)
(move_car_out_road junction3-0 junction3-0 car1 road1)
(build_straight_oneway junction0-3 junction3-3 road2)
(move_car_in_road junction0-3 junction3-3 car2 road2)
(move_car_out_road junction3-3 junction3-3 car2 road2)
(car_arrived junction1-1 car0)
(car_arrived junction3-0 car1)
(car_arrived junction3-3 car2)",12,False,8.333333333333334,1,3,13.182,4053,507
llama8,citycar,cot,instance-10,3,"(build_straight_oneway junction1-1 junction3-2 road1)
(move_car_in_road junction1-1 junction3-2 car0 road1)
(move_car_out_road junction3-2 junction3-2 car0 road1)
(build_straight_oneway junction0-3 junction3-0 road2)
(move_car_in_road junction0-3 junction3-0 car1 road2)
(move_car_out_road junction3-0 junction3-0 car1 road2)
(build_straight_oneway junction0-3 junction3-3 road3)
(move_car_in_road junction0-3 junction3-3 car2 road3)
(move_car_out_road junction3-3 junction3-3 car2 road3)
(car_arrived junction3-2 car0)
(car_arrived junction3-0 car1)
(car_arrived junction3-3 car2)",12,False,8.333333333333334,1,3,5.255,4914,196
llama8,citycar,cot,instance-10,4,"(build_straight_oneway junction1-1 junction3-2 road1)
(move_car_in_road junction1-1 junction3-2 car0 road1)
(move_car_out_road junction3-2 junction3-2 car0 road1)
(build_straight_oneway junction0-3 junction3-0 road2)
(move_car_in_road junction0-3 junction3-0 car1 road2)
(move_car_out_road junction3-0 junction3-0 car1 road2)
(build_straight_oneway junction0-3 junction3-3 road3)
(move_car_in_road junction0-3 junction3-3 car2 road3)
(move_car_out_road junction3-3 junction3-3 car2 road3)
(car_arrived junction3-2 car0)
(car_arrived junction3-0 car1)
(car_arrived junction3-3 car2)",12,False,8.333333333333334,1,3,5.257,5783,196
llama8,citycar,cot,instance-11,1,"(build_straight_oneway junction0-1 junction3-1 road4)
(build_straight_oneway junction0-0 junction3-0 road5)
(build_straight_oneway junction0-3 junction3-3 road6)
(move_car_in_road junction0-1 junction3-1 car0 road4)
(move_car_in_road junction0-0 junction3-0 car1 road5)
(move_car_in_road junction0-3 junction3-3 car2 road6)
(move_car_out_road junction3-1 junction3-1 car0 road4)
(move_car_out_road junction3-0 junction3-0 car1 road5)
(move_car_out_road junction3-3 junction3-3 car2 road6)
(car_arrived junction3-1 car0)
(car_arrived junction3-0 car1)
(car_arrived junction3-3 car2)",0,False,0.0,0,0,16.608,3205,652
llama8,citycar,cot,instance-11,2,"(build_straight_oneway junction0-1 junction3-1 road4)
(build_straight_oneway junction0-0 junction3-0 road5)
(build_straight_oneway junction0-3 junction3-3 road0)
(move_car_in_road junction0-1 junction3-1 car0 road4)
(move_car_in_road junction0-0 junction3-0 car1 road5)
(move_car_in_road junction0-3 junction3-3 car2 road0)
(move_car_out_road junction3-1 junction3-1 car0 road4)
(move_car_out_road junction3-0 junction3-0 car1 road5)
(move_car_out_road junction3-3 junction3-3 car2 road0)
(car_arrived junction3-1 car0)
(car_arrived junction3-0 car1)
(car_arrived junction3-3 car2)",12,False,8.333333333333334,1,3,13.654,3747,534
llama8,citycar,cot,instance-11,3,,0,False,0.0,0,0,10.346,4608,396
llama8,citycar,cot,instance-11,4,,0,False,0.0,0,0,10.339,4993,396
